n_ionizable,catalytic_his_pka,n_his_shifted,mean_ionizable_pka_shift,proton_frac_his_pH55,proton_frac_his_pH90,delta_protonation_his,mean_proton_frac_all_pH55,mean_proton_frac_all_pH90,wt_idx,pdb_file
70,3.5318294970948507,2,3.4099634243247947,0.010645872657473139,3.402734146812312e-06,0.010642469923326327,0.50652194823957,0.3695685198534526,174,wt_174.pdb
48,4.901484298876549,2,0.7492070063489926,0.20130896224539319,7.969841508307161e-05,0.20122926383031012,0.666472852848965,0.5558815578713374,175,wt_175.pdb
47,1.40411195753957,1,9.033591609392827,8.018204592682747e-05,2.5357821857169318e-08,8.01566881049703e-05,0.7217410322801616,0.5737563412548959,176,wt_176.pdb
50,3.6698898540969283,1,0.9475765174696472,0.014571854177300924,4.676143425534722e-06,0.01456717803387539,0.6983347109271612,0.5757511474917525,177,wt_177.pdb
70,3.992787645851365,4,0.7670265094484112,0.030163798909454562,9.835204046428174e-06,0.030153963705408134,0.5622707683748481,0.4396673051253211,178,wt_178.pdb
54,5.459732247549641,1,4.092767095830907,0.4768366106014483,0.00028814234805153027,0.47654846825339675,0.6957100424766887,0.5658108642130122,179,wt_179.pdb
56,3.8942739280478897,2,0.8763413376422466,0.024190180672135946,7.83917795798905e-06,0.02418234149417796,0.6415768809955151,0.5509394168171563,180,wt_180.pdb
54,3.6820564118114514,2,4.318059057443202,0.014979648250910933,4.808994975155435e-06,0.014974839255935778,0.6456346072952109,0.5299749043599697,181,wt_181.pdb
51,5.309058376995039,1,4.240278889137069,0.39182214595305964,0.00020369009301609702,0.39161845586004357,0.6879761924122577,0.5938021327622817,182,wt_182.pdb
53,3.6745773099894277,3,4.218022255047201,0.014727655029343645,4.726887401100213e-06,0.014722928141942544,0.6260772472996838,0.5221435572260806,183,wt_183.pdb
56,5.183292064333884,2,0.7375639437826615,0.3253599960862337,0.00015248454776960473,0.3252075115384641,0.6322651440617566,0.5452080043905997,184,wt_184.pdb
47,5.171057400415046,2,4.607303851925589,0.31920703776271614,0.00014824942300311228,0.319058788339713,0.6854191666350268,0.5703979820918808,185,wt_185.pdb
46,5.220309080480229,1,4.681464712560821,0.34434015321219513,0.00016604926600692564,0.3441741039461882,0.701376832951117,0.563097766338867,186,wt_186.pdb
57,3.3880438791650542,4,3.989276469036821,0.007668328896763208,2.4436714668763763e-06,0.007665885225296332,0.6450907800407173,0.5564326399666302,187,wt_187.pdb
61,3.488196252785091,3,6.7848798829047645,0.009638072507528019,3.077477711470334e-06,0.009634995029816549,0.7050798684040237,0.6181761116185258,188,wt_188.pdb
52,3.0736003587756215,4,4.510386347549053,0.003732298837770375,1.18467669279663e-06,0.003731114161077578,0.662024206210504,0.5772621710123216,189,wt_189.pdb
52,3.8058787886843715,3,4.324536389794255,0.019823622567624672,6.395522205117106e-06,0.019817227045419553,0.6239572257235394,0.5372554172899653,190,wt_190.pdb
58,6.0866827095513365,0,4.109396315520901,0.7942745813521294,0.0012194185565915152,0.7930551627955379,0.6299085841784108,0.4769166543347275,191,wt_191.pdb
63,5.903238094907031,0,3.744023392240579,0.7167688441702672,0.0007996329468336952,0.7159692112234335,0.7230795515321607,0.547036683618557,192,wt_192.pdb
63,5.713249366836417,0,3.6808675304980727,0.6203478224032454,0.0005164461202748009,0.6198313762829706,0.6616195526946732,0.516122190005924,193,wt_193.pdb
59,3.6559086071893723,4,3.8625986951328057,0.014116729862543207,4.528002319999654e-06,0.014112201860223206,0.6050055893438299,0.5091926604782694,194,wt_194.pdb
65,5.489351658547408,1,3.4761412879412026,0.49387062898822204,0.00030847336399328807,0.4935621556242287,0.665964165042266,0.5005177679770583,195,wt_195.pdb
66,5.924488972482138,0,3.446038997217922,0.7265963814673958,0.0008396999787967539,0.7257566814885991,0.702504212983916,0.5609510855324311,196,wt_196.pdb
60,3.668267186396654,4,3.776548577308704,0.014518299478671436,4.658704488927728e-06,0.014513640774182508,0.5936320909811389,0.5028685386016779,197,wt_197.pdb
53,6.118904755050511,0,4.206603657276665,0.8061336999272325,0.0013132096352063414,0.8048204902920262,0.6699123806889147,0.5730483420672167,198,wt_198.pdb
46,3.8307334341063104,2,4.799745981376004,0.020966738601858045,6.772211188925141e-06,0.02095996639066912,0.6524089840608971,0.5734429387737013,199,wt_199.pdb
72,3.7242052664434855,3,5.810611540544135,0.0164811665107641,5.29911036949248e-06,0.016475867400394608,0.7035360698336591,0.6301953375957838,200,wt_200.pdb
47,4.8742967992168005,2,4.615658531812136,0.19143157664747362,7.486249302559393e-05,0.19135671415444802,0.6821376749310442,0.5700754364502812,201,wt_201.pdb
46,4.505630089059641,1,0.8473264546085634,0.09198617302758369,3.203436919409332e-05,0.0919541386583896,0.6999218605945944,0.567983901752539,202,wt_202.pdb
55,3.578085536258586,3,0.8735638966563789,0.011828182048824538,3.78515695286258e-06,0.011824396891871675,0.605369133036884,0.503861351677147,203,wt_203.pdb
54,3.650873514485946,3,4.284350964507372,0.013956280379909515,4.475809262059072e-06,0.013951804570647456,0.5893885878526136,0.4429095699733731,204,wt_204.pdb
49,5.724505311551764,0,4.639087266336519,0.6264325626462551,0.0005299990301468615,0.6259025636161083,0.7112398751320882,0.5787916289762884,205,wt_205.pdb
52,4.3049754086008765,2,4.411938554133706,0.05999376827923554,2.0182113467735466e-05,0.059973586165767805,0.5897560869637479,0.49383727444496867,206,wt_206.pdb
47,4.711313862178465,2,4.667200522711722,0.13991249483076956,5.143888213615676e-05,0.1398610559486334,0.7023484988140731,0.5711580660893156,207,wt_207.pdb
63,3.2820897044404296,3,3.658198639165712,0.006018220944078706,1.914647693571019e-06,0.006016306296385135,0.6946754219114256,0.5682261129390809,208,wt_208.pdb
47,4.782614582523131,2,4.550391923872821,0.16086029266902632,6.0616137093432645e-05,0.1607996765319329,0.664228892338876,0.5661629467758662,209,wt_209.pdb
66,4.133145918532849,3,6.184406028885932,0.04119788326471718,1.3587514404751453e-05,0.04118429575031243,0.6104204380587134,0.49569266984608296,210,wt_210.pdb
42,3.7712659620310545,1,5.1182453928006835,0.01833285974737384,5.905591425098396e-06,0.018326954155948743,0.6747261496950927,0.5595618313480922,211,wt_211.pdb
43,3.7417381102027325,2,5.158742240144173,0.01714849523558831,5.51741579740526e-06,0.017142977819790902,0.6870993253171004,0.5993402094419789,212,wt_212.pdb
55,3.815203321522214,3,4.18513484607162,0.02024513833740263,6.5343212740590095e-06,0.02023860401612857,0.6268935840621165,0.508494386585529,213,wt_213.pdb
57,4.336307148326251,2,3.9612181817382477,0.06419379746768826,2.169190668721748e-05,0.06417210556100104,0.628551166885164,0.547165383022146,214,wt_214.pdb
62,3.7240590510383527,3,3.687349030652394,0.016475710078701963,5.297326609662528e-06,0.0164704127520923,0.5740177817125595,0.48041796768684303,215,wt_215.pdb
53,3.791375830289514,2,4.357790626295139,0.019185048779189067,6.185476253690182e-06,0.019178863302935376,0.6554005721886426,0.5373654540928874,216,wt_216.pdb
52,6.782619764579808,0,4.141461452821694,0.9504211631586557,0.006025526432407159,0.9443956367262485,0.6353195655506821,0.5266072362598748,217,wt_217.pdb
70,3.314989465132993,4,5.971448566898811,0.006488767997463062,2.0653257900288966e-06,0.006486702671673034,0.6938611552216677,0.60220203423897,218,wt_218.pdb
64,3.906577335052281,3,3.714349761537647,0.024867993571315392,8.064432899583794e-06,0.02485992913841581,0.6487835097887507,0.5536252424488471,219,wt_219.pdb
49,4.875523291691027,2,4.397758901842656,0.1918690879356004,7.507419536006561e-05,0.19179401374024033,0.6497520644464714,0.5632222502569367,220,wt_220.pdb
68,3.3688367168003115,2,0.8343052039032651,0.0073390132286264365,2.337952597175308e-06,0.007336675276029261,0.7308066165526733,0.6128364260298165,221,wt_221.pdb
58,5.945998319299296,0,0.7059073198582905,0.7363239842677829,0.000882297346906457,0.7354416869208764,0.6283793112111108,0.5048491835473196,222,wt_222.pdb
53,6.784111415955715,0,4.0999411877019165,0.9505827565796361,0.006046132270582387,0.9445366243090537,0.6499317789219381,0.5329446374909896,223,wt_223.pdb
50,1.4785784244845752,1,8.437367227562438,9.517811233308205e-05,3.010082587060271e-08,9.514801150721145e-05,0.7393578481816059,0.5999475581588878,224,wt_224.pdb
43,5.477125425846377,1,0.7406639002617574,0.4868353799338756,0.00029991290658997084,0.4865354670272856,0.664040753943148,0.5586543013079069,225,wt_225.pdb
60,3.6470166433011544,2,3.782423813864494,0.013834593637774863,4.436236764730094e-06,0.013830157401010134,0.6071720456582729,0.5044512365091269,226,wt_226.pdb
60,3.5930246814161433,2,1.0408699371228436,0.01223706889933397,3.9176260606147414e-06,0.012233151273273356,0.6097209536438781,0.4652408293001356,227,wt_227.pdb
60,3.9283357853329344,2,3.7868313661598516,0.026112273035679995,8.478755329159813e-06,0.026103794280350836,0.6560666922479992,0.5705795415341123,228,wt_228.pdb
56,3.8878294207413044,2,0.8464068540810423,0.023842367354863444,7.72371190799307e-06,0.023834643642955452,0.6201863784257879,0.5301341032026367,229,wt_229.pdb
58,3.2199595407637887,4,4.117507338835352,0.005220192303725253,1.659429552427375e-06,0.005218532874172825,0.7289688699617128,0.6529787837470462,230,wt_230.pdb
67,6.131885525206896,0,0.7421312393028833,0.8107621728736484,0.0013529991609287908,0.8094091737127196,0.6476468160837808,0.5412611375227305,231,wt_231.pdb
68,2.2620909796659836,4,0.7790292934187609,0.0005778830226379341,1.8284828877547127e-07,0.0005777001743491587,0.618920346191005,0.5260768177369335,232,wt_232.pdb
56,3.790035724014037,3,4.000074271844045,0.01912707111624469,6.166419210655803e-06,0.019120904697034036,0.6013621409660528,0.5211584130654413,233,wt_233.pdb
38,4.2369844263500624,1,5.609569551847465,0.05174965239109653,1.7257462226356163e-05,0.051732394928870176,0.7393565366832359,0.6471736787591982,234,wt_234.pdb
57,3.704654439362397,1,3.980709659073737,0.01576711770266151,5.0658489865468685e-06,0.015762051853674963,0.707439749199901,0.5945831612765597,235,wt_235.pdb
61,3.274661845560626,4,3.8283435972229234,0.00591676871997028,1.8821794532233294e-06,0.005914886540517057,0.6264719252158586,0.5337219433239998,236,wt_236.pdb
56,4.032442273154703,2,3.8124016065624455,0.032952625544979894,1.0775504023091183e-05,0.0329418500409568,0.6052547884323618,0.5419473101495752,237,wt_237.pdb
46,3.823796508528809,2,4.669156171648066,0.020641358104577574,6.6648996368293e-06,0.020634693204940744,0.6845422031836964,0.5917051287589793,238,wt_238.pdb
54,3.674768879122266,2,4.169322137712202,0.014734057153382107,4.7289729011929505e-06,0.014729328180480915,0.640552603233632,0.5532036084934828,239,wt_239.pdb
47,4.793562195679971,3,4.566191821419388,0.16429210709144795,6.216346263694719e-05,0.164229943628811,0.692150862148095,0.6063098983286047,240,wt_240.pdb
53,3.880919529328157,2,0.9288118851896845,0.02347485719369196,7.601796299279451e-06,0.02346725539739268,0.6370728244960997,0.5402867057241588,241,wt_241.pdb
47,4.657772317091757,1,0.9386680522410992,0.1257246792418838,4.547289121781944e-05,0.12567920635066598,0.7014067354202139,0.5517441210540491,242,wt_242.pdb
47,4.795067565004261,2,4.671800592075485,0.1647685766702676,6.237929658675118e-05,0.16470619737368083,0.6994000581709154,0.571547023615225,243,wt_243.pdb
51,3.687098460655255,2,0.934319370812687,0.015151921188033648,4.8651512655293695e-06,0.015147056036768119,0.6260597233943156,0.4909145322912963,244,wt_244.pdb
50,5.006901955700924,2,4.402210528945875,0.24316588936807887,0.00010159160761612634,0.24306429776046273,0.617976164001362,0.5091333656827522,245,wt_245.pdb
60,3.7016910820430544,3,3.798287650894086,0.01566157805958257,5.031400596628633e-06,0.015656546658985943,0.7214367079202149,0.6174716385691816,246,wt_246.pdb
47,1.4266740952490404,1,5.445483859283991,8.445734296083292e-05,2.6710012031504232e-08,8.443063294880142e-05,0.7276763256721794,0.5103102899158725,247,wt_247.pdb
69,4.197597882342206,2,3.3320637651163088,0.04747596753678174,1.5761263773590894e-05,0.04746020627300815,0.5278809281926276,0.4557910442048603,248,wt_248.pdb
78,3.8936919302497914,7,0.7138642520803338,0.02415856776545468,7.828679797990113e-06,0.02415073908565669,0.5076854470009322,0.38599620469214624,249,wt_249.pdb
40,3.814399999368157,2,5.469204383614246,0.020208481224412524,6.522245875198586e-06,0.020201958978537327,0.6888218370888988,0.5824924685860167,250,wt_250.pdb
50,3.7759308144935853,3,4.465139793745192,0.01852717040101775,5.969366197905044e-06,0.018521201034819846,0.6237549422803067,0.5144566654297331,251,wt_251.pdb
52,4.029277627486891,3,4.322730233064679,0.032721205428472115,1.0697270594218754e-05,0.0327105081578779,0.6450199151884218,0.5290174080679517,252,wt_252.pdb
45,4.8570325583080844,2,4.85922119192728,0.18535383486506393,7.194511511541026e-05,0.18528188974994853,0.6725415330480244,0.5535400769741705,253,wt_253.pdb
47,4.792006723838856,2,0.9708087182066755,0.16380094288348862,6.194122959326295e-05,0.16373900165389535,0.70001314351075,0.5515051482340114,254,wt_254.pdb
51,3.8882701076499386,3,4.330549278709364,0.023865995249054167,7.73155322313727e-06,0.02385826369583103,0.629880955457148,0.5546156285504825,255,wt_255.pdb
48,3.830743498322781,3,4.668974862252135,0.02096721429709903,6.772368126971484e-06,0.02096044192897206,0.6475061129606813,0.5521124686369191,256,wt_256.pdb
54,6.059025102765743,0,4.246216330257699,0.7836733693251009,0.0011442683055248079,0.7825291010195761,0.6268896516477996,0.5272615782314835,257,wt_257.pdb
47,4.317237832526917,1,4.680319699813999,0.061606005762717346,2.076007013821335e-05,0.06158524569257913,0.6885940677124371,0.5802510714181327,258,wt_258.pdb
61,4.419191594240172,1,3.732248285802406,0.07665746226569643,2.6253075801909855e-05,0.07663120918989452,0.6380469955561142,0.5611830686098,259,wt_259.pdb
52,4.256694262254948,2,4.279513838775132,0.054022546003832043,1.8058697340717315e-05,0.05400448730649133,0.580076028611693,0.4790658635182791,260,wt_260.pdb
57,4.1931220890849055,3,4.082927387058224,0.04701208187336945,1.559966651308472e-05,0.046996482206856365,0.5777170315117071,0.47070319434942537,261,wt_261.pdb
45,5.741070182569341,0,0.7176727027250619,0.6353144525483136,0.0005505933947662539,0.6347638591535474,0.6982333419415254,0.6149378625620856,262,wt_262.pdb
58,3.715523514605086,4,3.9684976371401506,0.01616024285748702,5.194230987153469e-06,0.016155048626499868,0.5593286084895104,0.4461165355183948,263,wt_263.pdb
61,3.680585431513041,2,3.7100550546027593,0.014929753359778601,4.792734265173929e-06,0.014924960625513427,0.49826901875900276,0.42423633497975544,264,wt_264.pdb
62,3.744008014665723,2,3.6488899596569997,0.017236810060537518,5.546328721714523e-06,0.017231263731815803,0.5145286741697056,0.4517475036669561,265,wt_265.pdb
54,1.4352365205045223,1,4.4632932480306,8.613885790637019e-05,2.7241844442286624e-08,8.61116160619279e-05,0.6939628039235309,0.536572072388873,266,wt_266.pdb
37,4.998813041004078,2,0.8226870764828231,0.23975455535761805,9.971712123977219e-05,0.2396548382363783,0.6987508027162281,0.6226830084874582,267,wt_267.pdb
62,3.899489482200744,2,3.7448273799786733,0.024475285074463473,7.933887472949628e-06,0.024467351186990522,0.6268685066058857,0.4989651663475352,268,wt_268.pdb
52,3.703921183569515,3,4.341143225094263,0.015740937901314467,5.057303148503906e-06,0.015735880598165962,0.6257470895385808,0.5191705010493888,269,wt_269.pdb
52,3.6251066977435813,4,4.4274163548977485,0.013162917472726599,4.21798339674555e-06,0.013158699489329854,0.6399408771984216,0.500196506212679,270,wt_270.pdb
44,3.4034932156690987,3,0.9056412804410642,0.007943821591185162,2.532165666768565e-06,0.007941289425518394,0.6890286851930839,0.5633367260108859,271,wt_271.pdb
47,3.2655706798632673,1,4.621207497085757,0.005794909558709707,1.8431890401428725e-06,0.005793066369669564,0.7087896551246547,0.624876209675113,272,wt_272.pdb
49,3.4896292979463515,1,8.422044942812153,0.009669619835191198,3.0876492315472403e-06,0.00966653218595965,0.7256607357636464,0.6179138455845451,273,wt_273.pdb
48,3.8969369998392587,3,4.541418880987284,0.024335348527923416,7.8873947017224e-06,0.024327461133221696,0.598888972865239,0.5077088316000143,274,wt_274.pdb
51,3.8320625239031996,2,4.2940973052312446,0.021029650841492446,6.792968078261273e-06,0.021022857873414184,0.6301381600457593,0.5550633987391059,275,wt_275.pdb
67,4.111746269930164,2,3.6458857973186882,0.03929491549356525,1.2934232180223512e-05,0.039281981261385025,0.648682758493582,0.5654507163762604,276,wt_276.pdb
51,6.2929149470114,0,1.0550141967421691,0.8612551463949035,0.0019591300816326805,0.8592960163132708,0.7149167194323551,0.6076828063479001,277,wt_277.pdb
55,3.693735146244756,4,4.145424524664679,0.015381655109891765,4.940068839124468e-06,0.015376715041052641,0.5859769052710565,0.46974618581059496,278,wt_278.pdb
59,3.3804930048820463,3,4.041120227490931,0.007537151819175272,2.4015518185709992e-06,0.007534750267356701,0.5709766316677345,0.4751796581065738,279,wt_279.pdb
63,3.25707110810218,4,3.7715026213213396,0.005683238328196917,1.8074667763520424e-06,0.0056814308614205646,0.5803148955828502,0.4930030301359874,280,wt_280.pdb
65,3.9193703479501787,2,3.630083799204307,0.025592399746463997,8.305518327177526e-06,0.02558409422813682,0.5723916791638114,0.4574044607216084,281,wt_281.pdb
69,4.323917255568937,3,3.37676287358373,0.06250114877827462,2.10818199426843e-05,0.062480066958331935,0.5387744901194779,0.43639783478297467,282,wt_282.pdb
61,3.571240129206999,3,3.844290871337482,0.011645360424052936,3.725962769557764e-06,0.011641634461283377,0.6189098640371565,0.5216432807949944,283,wt_283.pdb
53,3.618884086851222,2,4.24500943012192,0.012978092907417738,4.1579788992492475e-06,0.012973934928518489,0.6489214372943777,0.5514990059579352,284,wt_284.pdb
47,3.693237523512458,3,4.730970679937302,0.015364311250065705,4.934411685527759e-06,0.015359376838380177,0.6137812196558107,0.5286924336365737,285,wt_285.pdb
54,3.6871231220038596,2,4.116222844419127,0.015152768574283819,4.865427538931901e-06,0.015147903146744888,0.6487238701106088,0.5764542595319667,286,wt_286.pdb
46,3.9067691867129053,3,4.873103750130276,0.024878708186218727,8.067996159558678e-06,0.02487064019005917,0.6096658902869367,0.4945390537260674,287,wt_287.pdb
60,4.206520518296427,4,0.9713414346241943,0.04841374502565964,1.6088425031204448e-05,0.04839765660062844,0.631770938356229,0.4927934504556661,288,wt_288.pdb
47,4.810971188174577,2,4.54542491157312,0.16987019821642158,6.470578135538018e-05,0.1698054924350662,0.686594931678027,0.5863649234066395,289,wt_289.pdb
51,4.012339483897906,4,0.9930160993965902,0.03150903182723203,1.0288096183252076e-05,0.03149874373104878,0.6579951092327113,0.5460160370517446,290,wt_290.pdb
43,4.201501744458254,1,5.230798378802676,0.047884124474385226,1.5903577792215176e-05,0.04786822089659301,0.7835112291745384,0.6161921588218249,291,wt_291.pdb
82,3.753438320942356,4,0.5747522538574459,0.017608522122608668,5.668078538445304e-06,0.01760285404407022,0.5651947274253875,0.43276204262253193,292,wt_292.pdb
53,3.774398962623592,2,0.8459398373930584,0.018463140553428264,5.948348149027899e-06,0.018457192205279235,0.6202493831520097,0.5355499412106595,293,wt_293.pdb
55,3.8712461053711853,2,0.9097376881975425,0.022969638751963926,7.434347832406083e-06,0.02296220440413152,0.6236162350673289,0.5160779252878505,294,wt_294.pdb
53,3.81482743811775,2,4.203803190958641,0.020227977965539434,6.528668279589462e-06,0.020221449297259844,0.6539457044350474,0.5496230497674487,295,wt_295.pdb
56,3.990888237894708,3,0.9484920756024339,0.030036117936432846,9.792283651889588e-06,0.030026325652780957,0.662672184977075,0.5842282332823228,296,wt_296.pdb
58,3.428685974863516,3,4.096362847001134,0.00841426614495873,2.683396255914328e-06,0.008411582748702814,0.5701675271655402,0.4669862581969873,297,wt_297.pdb
70,3.496344887499604,3,0.8167489877060093,0.009818825743293966,3.135765124535472e-06,0.00981568997816943,0.5175068191161641,0.40008143064432866,298,wt_298.pdb
54,3.781707842969988,2,4.225165504483832,0.018770610186578125,6.04930129521739e-06,0.018764560885282906,0.6406548318460025,0.5425731638208002,299,wt_299.pdb
47,3.293489319674639,1,4.597596022869317,0.006177293478246549,1.9655697784232346e-06,0.006175327908468126,0.6993581675364198,0.6257787700164088,300,wt_300.pdb
51,4.003890182122897,3,0.8725335678850619,0.030920712550087156,1.0089875329411397e-05,0.030910622674757745,0.6779651347327241,0.5536987919913701,301,wt_301.pdb
51,3.6927653784562926,2,4.473389209643704,0.015347873173313,4.9290501606687634e-06,0.015342944123152333,0.6226505732554145,0.5092902400517161,302,wt_302.pdb
51,3.8896333628313386,2,4.409992345449469,0.023939232335437426,7.755860596572652e-06,0.023931476474840854,0.6207833904236203,0.5084513396579279,303,wt_303.pdb
54,3.3500070384647023,2,4.1988948639266575,0.007029804567511944,2.238752409039839e-06,0.007027565815102905,0.6804553031120619,0.5772048426832553,304,wt_304.pdb
59,3.4010698785120255,1,0.9916211127533893,0.007899968181082224,2.5180757169191655e-06,0.007897450105365305,0.6598141017221452,0.5745267676137096,305,wt_305.pdb
65,3.6649678362950766,2,3.6266136282114227,0.014410004705252588,4.62344641247015e-06,0.014405381258840118,0.6089428031923478,0.48592338117600686,306,wt_306.pdb
40,5.653958075017747,0,5.287279365631115,0.5877087702332214,0.00045057008176155544,0.5872582001514599,0.6396834794083788,0.5045224366810708,307,wt_307.pdb
40,3.8023529446858353,2,5.47475366132454,0.019666487208656106,6.343810327325501e-06,0.01966014339832878,0.6900481008293035,0.5825422675484344,308,wt_308.pdb
69,3.848671333353472,3,3.52050833829637,0.02183157032489327,7.057782461469283e-06,0.0218245125424318,0.6732742592674322,0.5614042510979561,309,wt_309.pdb
56,3.9423538549534256,3,3.8168658138143923,0.02694578819705573,8.756893176369676e-06,0.026937031303879363,0.6246638606535954,0.560656203179554,310,wt_310.pdb
71,3.382072851839973,4,3.337435928443378,0.007564412108599687,2.410303908773243e-06,0.007562001804690913,0.6947263166451324,0.5937127256370439,311,wt_311.pdb
54,4.673687869806417,2,4.140634995953876,0.12980838949721757,4.717016371644754e-05,0.12976121933350113,0.6569983188344166,0.5363417157427626,312,wt_312.pdb
